cID_DI,BP,RI,sense,DVG_type,length_dvg,mean_read_counts,std_read_counts,mean_rpht,std_rpht,read_counts_virema,pBP_virema,pRI_virema,rpht_virema,read_counts_ditector,pBP_ditector,pRI_ditector,rpht_ditector,SampleID,Segment
++_351_1779,351,1779,++,Deletion_forward,756,7.0,3.0,29.462819193647764,12.711698962482306,4,0.0026936026936026,0.0011644832605531,16.75112023116546,10,0.0067114093959731,0.0011577424023154,42.17451815613007,9517,PA
++_355_1804,355,1804,++,Deletion_forward,735,1.0,0.0,4.202615936702186,0.0148358789108207,1,0.0006882312456985,0.0002870264064293,4.187780057791365,1,0.0006835269993164,0.0002842524161455,4.217451815613006,9517,PA
++_359_1782,359,1782,++,Deletion_forward,761,2.5,0.5,10.513957781210872,2.138397665628145,2,0.0013708019191226,0.0005775339301183,8.37556011558273,3,0.0020338983050847,0.0005727376861397,12.65235544683902,9517,PA
++_362_1727,362,1727,++,Deletion_forward,819,1.0,0.0,4.202615936702186,0.0148358789108207,1,0.0006949270326615,0.0003021148036253,4.187780057791365,1,0.0006849315068493,0.0003006614552014,4.217451815613006,9517,PA
++_362_1791,362,1791,++,Deletion_forward,755,4.0,1.0,16.825299625719566,4.261959452345471,3,0.0020847810979847,0.0008448324415657,12.563340173374094,5,0.0034246575342465,0.0008361204013377,21.087259078065035,9517,PA
++_365_1794,365,1794,++,Deletion_forward,755,6.5,3.5,27.36892916475208,14.805588991377988,3,0.0021171489061397,0.0008448324415657,12.563340173374094,10,0.0069541029207232,0.0008365867261572,42.17451815613007,9517,PA
++_371_1709,371,1709,++,Deletion_forward,846,1.0,0.0,4.202615936702186,0.0148358789108207,1,0.0007127583749109,0.0002953337271116,4.187780057791365,1,0.0007047216349541,0.0002937720329024,4.217451815613006,9517,PA
++_371_1723,371,1723,++,Deletion_forward,832,1.5,0.5,6.296505965597868,2.0790541499848616,2,0.0014255167498218,0.0006009615384615,8.37556011558273,1,0.0007047216349541,0.0005986231667165,4.217451815613006,9517,PA
++_372_1799,372,1799,++,Deletion_forward,757,5.5,2.5,23.15147734913907,10.588137175764976,3,0.0021261516654854,0.0008472182999152,12.563340173374094,8,0.0056140350877192,0.0008415147265077,33.73961452490405,9517,PA
++_375_1748,375,1748,++,Deletion_forward,811,1.5,0.5,6.311341844508688,2.123561786717324,1,0.000735294117647,0.0002925687536571,4.187780057791365,2,0.0014641288433382,0.0002913752913752,8.434903631226012,9517,PA
++_375_1807,375,1807,++,Deletion_forward,752,4.0,1.0,16.825299625719566,4.261959452345471,3,0.0022058823529411,0.0008465011286681,12.563340173374094,5,0.0036603221083455,0.0008403361344537,21.087259078065035,9517,PA
++_37_1695,37,1695,++,Deletion_forward,526,2.0,1.0,8.39039599449355,4.172944178880544,3,0.0027803521779425,0.0009410288582183,12.563340173374094,1,0.0008032128514056,0.0009369144284821,4.217451815613006,9517,PA
++_381_1893,381,1893,++,Deletion_forward,672,14.0,6.0,58.92563838729553,25.42339792496461,8,0.0059435364041604,0.0020581425263699,33.50224046233092,20,0.014760147601476,0.0020444671607462,84.34903631226014,9517,PA
++_389_1731,389,1731,++,Deletion_forward,842,2.0,1.0,8.420067752315191,4.232287694523827,1,0.0007147962830593,0.0002965599051008,4.187780057791365,3,0.0021321961620469,0.0002954209748892,12.65235544683902,9517,PA
++_391_1463,391,1463,++,Deletion_forward,1112,1.0,0.0,4.202615936702186,0.0148358789108207,1,0.0007153075822603,0.000327011118378,4.187780057791365,1,0.0007102272727272,0.0003259452411994,4.217451815613006,9517,PA
++_397_1807,397,1807,++,Deletion_forward,774,3.0,1.0,12.622683689017377,4.247123573434648,2,0.0014378145219266,0.0005643340857787,8.37556011558273,4,0.0028591851322373,0.0005602240896358,16.869807262452024,9517,PA
++_398_1744,398,1744,++,Deletion_forward,838,1.5,0.5,6.311341844508688,2.123561786717324,1,0.0007168458781362,0.0002903600464576,4.187780057791365,2,0.0014265335235378,0.0002895193977996,8.434903631226012,9517,PA
++_401_1730,401,1730,++,Deletion_forward,855,2.0,1.0,8.420067752315191,4.232287694523827,1,0.0007178750897343,0.000301750150875,4.187780057791365,3,0.0021428571428571,0.0003003905076599,12.65235544683902,9517,PA
++_408_1846,408,1846,++,Deletion_forward,746,2.5,0.5,10.499121902300054,2.064218271074041,3,0.0021961932650073,0.000760649087221,12.563340173374094,2,0.0014566642388929,0.0007579585649317,8.434903631226012,9517,PA
++_413_1677,413,1677,++,Deletion_forward,920,5.5,0.5,23.121805591317436,2.1829053023606075,5,0.003681885125184,0.0015898251192368,20.938900288956823,6,0.0043956043956043,0.0015847860538827,25.30471089367804,9517,PA
++_414_1709,414,1709,++,Deletion_forward,889,7.5,2.5,31.556709222543446,10.617808933586623,5,0.0037064492216456,0.0014766686355581,20.938900288956823,10,0.0073529411764705,0.0014688601645123,42.17451815613007,9517,PA
++_415_1627,415,1627,++,Deletion_forward,972,1.0,0.0,4.202615936702186,0.0148358789108207,1,0.0007468259895444,0.0003174603174603,4.187780057791365,1,0.0007418397626112,0.0003152585119798,4.217451815613006,9517,PA
++_415_1631,415,1631,++,Deletion_forward,968,1.5,0.5,6.311341844508688,2.123561786717324,1,0.0007468259895444,0.0003086419753086,4.187780057791365,2,0.0014836795252225,0.0003064664419246,8.434903631226012,9517,PA
++_419_1721,419,1721,++,Deletion_forward,882,2.5,0.5,10.513957781210872,2.138397665628145,2,0.0015220700152207,0.0006106870229007,8.37556011558273,3,0.002262443438914,0.0006071645415907,12.65235544683902,9517,PA
++_420_1701,420,1701,++,Deletion_forward,903,1.5,0.5,6.311341844508688,2.123561786717324,1,0.0007633587786259,0.0003086419753086,4.187780057791365,2,0.0015186028853454,0.0003074085459575,8.434903631226012,9517,PA
++_423_1646,423,1646,++,Deletion_forward,961,1.5,0.5,6.311341844508688,2.123561786717324,1,0.0007639419404125,0.0003202049311559,4.187780057791365,2,0.0015174506828528,0.0003191828917969,8.434903631226012,9517,PA
++_423_1699,423,1699,++,Deletion_forward,908,1.0,0.0,4.202615936702186,0.0148358789108207,1,0.0007639419404125,0.0003101736972704,4.187780057791365,1,0.0007587253414264,0.0003090234857849,4.217451815613006,9517,PA
++_423_1728,423,1728,++,Deletion_forward,879,3.5,0.5,14.71657371791306,2.153233544538965,3,0.0022918258212375,0.0009052504526252,12.563340173374094,4,0.0030349013657056,0.0009022556390977,16.869807262452024,9517,PA
++_427_1674,427,1674,++,Deletion_forward,937,1.0,0.0,4.202615936702186,0.0148358789108207,1,0.000780031201248,0.0003258390355164,4.187780057791365,1,0.0007745933384972,0.0003246753246753,4.217451815613006,9517,PA
++_428_1722,428,1722,++,Deletion_forward,890,1.0,0.0,4.202615936702186,0.0148358789108207,1,0.0007745933384972,0.0003011141222523,4.187780057791365,1,0.0007686395080707,0.0002998500749625,4.217451815613006,9517,PA
++_435_1696,435,1696,++,Deletion_forward,923,4.5,0.5,18.919189654615245,2.168069423449788,4,0.0031821797931583,0.0012441679626749,16.75112023116546,5,0.0039525691699604,0.0012410797393732,21.087259078065035,9517,PA
++_436_1675,436,1675,++,Deletion_forward,945,2.5,0.5,10.513957781210872,2.138397665628145,2,0.0015974440894568,0.0006506180871828,8.37556011558273,3,0.0023847376788553,0.0006472491909385,12.65235544683902,9517,PA
++_443_1692,443,1692,++,Deletion_forward,935,2.5,0.5,10.513957781210872,2.138397665628145,2,0.0016380016380016,0.0006305170239596,8.37556011558273,3,0.0024370430544272,0.0006285355122564,12.65235544683902,9517,PA
++_445_1668,445,1668,++,Deletion_forward,961,1.0,0.0,4.202615936702186,0.0148358789108207,1,0.0008203445447087,0.0003286230693394,4.187780057791365,1,0.0008130081300813,0.0003265839320705,4.217451815613006,9517,PA
++_450_1683,450,1683,++,Deletion_forward,951,1.0,0.0,4.202615936702186,0.0148358789108207,1,0.0008176614881439,0.0003181673560292,4.187780057791365,1,0.0008110300081103,0.0003171582619727,4.217451815613006,9517,PA
++_462_1891,462,1891,++,Deletion_forward,755,2.5,0.5,10.499121902300054,2.064218271074041,3,0.0023885350318471,0.0007658922644881,12.563340173374094,2,0.0015760441292356,0.0007593014426727,8.434903631226012,9517,PA
++_481_1826,481,1826,++,Deletion_forward,839,1.5,0.5,6.311341844508688,2.123561786717324,1,0.0007656967840735,0.0002750275027502,4.187780057791365,2,0.0015128593040847,0.000273298715496,8.434903631226012,9517,PA
++_485_1455,485,1455,++,Deletion_forward,1214,4.0,1.0,16.825299625719566,4.261959452345471,3,0.0023076923076923,0.0009848982271831,12.563340173374094,5,0.0037878787878787,0.000981354268891,21.087259078065035,9517,PA
++_488_1739,488,1739,++,Deletion_forward,933,3.0,1.0,12.622683689017377,4.247123573434648,2,0.0015302218821729,0.0005792064871126,8.37556011558273,4,0.0030211480362537,0.0005775339301183,16.869807262452024,9517,PA
++_489_1889,489,1889,++,Deletion_forward,784,4.0,2.0,16.840135504630382,8.464575389047654,2,0.0015515903801396,0.0005092946269416,8.37556011558273,6,0.0045906656465187,0.0005053057099545,25.30471089367804,9517,PA
++_48_2005,48,2005,++,Deletion_forward,227,1.5,0.5,6.311341844508688,2.123561786717324,1,0.0008710801393728,0.0002716653083401,4.187780057791365,2,0.0015232292460015,0.0002649006622516,8.434903631226012,9517,PA
++_495_1652,495,1652,++,Deletion_forward,1027,2.0,0.0,8.405231873404372,0.0296717578216414,2,0.0015748031496062,0.0006323110970597,8.37556011558273,2,0.0015503875968992,0.00062893081761,8.434903631226012,9517,PA
++_508_1578,508,1578,++,Deletion_forward,1114,1.5,0.5,6.311341844508688,2.123561786717324,1,0.0007727975270479,0.0002999400119976,4.187780057791365,2,0.001531393568147,0.0002988643156007,8.434903631226012,9517,PA
++_511_1627,511,1627,++,Deletion_forward,1068,1.0,0.0,4.202615936702186,0.0148358789108207,1,0.0007806401249024,0.0003174603174603,4.187780057791365,1,0.0007733952049497,0.0003152585119798,4.217451815613006,9517,PA
++_51_1888,51,1888,++,Deletion_forward,347,1.0,0.0,4.202615936702186,0.0148358789108207,1,0.0008591065292096,0.0002562131693569,4.187780057791365,1,0.000752445447705,0.0002539360081259,4.217451815613006,9517,PA
++_523_1775,523,1775,++,Deletion_forward,932,2.0,1.0,8.420067752315191,4.232287694523827,1,0.0008149959250203,0.0002891008962127,4.187780057791365,3,0.0024135156878519,0.0002871912693854,12.65235544683902,9517,PA
++_530_1532,530,1532,++,Deletion_forward,1182,1.5,0.5,6.311341844508688,2.123561786717324,1,0.0008183306055646,0.0003022974607013,4.187780057791365,2,0.0016207455429497,0.0003010234798314,8.434903631226012,9517,PA
++_532_1404,532,1404,++,Deletion_forward,1312,2.0,1.0,8.420067752315191,4.232287694523827,1,0.0007892659826361,0.0003591954022988,4.187780057791365,3,0.0023547880690737,0.0003584229390681,12.65235544683902,9517,PA
++_562_2037,562,2037,++,Deletion_forward,709,1.5,0.5,6.311341844508688,2.123561786717324,1,0.0007751937984496,0.0003088326127239,4.187780057791365,2,0.0015420200462606,0.000297619047619,8.434903631226012,9517,PA
++_566_1625,566,1625,++,Deletion_forward,1125,2.5,0.5,10.513957781210872,2.138397665628145,2,0.001547987616099,0.0006365372374283,8.37556011558273,3,0.0023112480739599,0.0006323110970597,12.65235544683902,9517,PA
++_588_975,588,975,++,Deletion_forward,1797,1.0,0.0,4.202615936702186,0.0148358789108207,1,0.0007662835249042,0.0005941770647653,4.187780057791365,1,0.0007575757575757,0.0005927682276229,4.217451815613006,9517,PA
++_597_1645,597,1645,++,Deletion_forward,1136,1.0,0.0,4.202615936702186,0.0148358789108207,1,0.0007843137254901,0.0003220611916264,4.187780057791365,1,0.0007763975155279,0.0003198976327575,4.217451815613006,9517,PA
++_613_1669,613,1669,++,Deletion_forward,1128,1.5,0.5,6.311341844508688,2.123561786717324,1,0.0007917656373713,0.0003269042170644,4.187780057791365,2,0.0015637216575449,0.0003256268316509,8.434903631226012,9517,PA
++_62_67,62,67,++,Deletion_forward,2179,1.5,0.5,6.311341844508688,2.123561786717324,1,0.0007806401249024,0.0007380073800738,4.187780057791365,2,0.0013413816230717,0.0006535947712418,8.434903631226012,9517,PA
++_640_1565,640,1565,++,Deletion_forward,1259,1.0,0.0,4.202615936702186,0.0148358789108207,1,0.0007686395080707,0.0003058103975535,4.187780057791365,1,0.0007610350076103,0.0003045066991473,4.217451815613006,9517,PA
++_681_1048,681,1048,++,Deletion_forward,1817,1.0,0.0,4.202615936702186,0.0148358789108207,1,0.0006747638326585,0.0005076142131979,4.187780057791365,1,0.0006720430107526,0.0005060728744939,4.217451815613006,9517,PA
++_688_1438,688,1438,++,Deletion_forward,1434,2.0,1.0,8.420067752315191,4.232287694523827,1,0.0006640106241699,0.0003357958361316,4.187780057791365,3,0.0019841269841269,0.0003341129301703,12.65235544683902,9517,PA
++_699_1686,699,1686,++,Deletion_forward,1197,2.0,0.0,8.405231873404372,0.0296717578216414,2,0.001293661060802,0.0006313131313131,8.37556011558273,2,0.0012894906511927,0.0006299212598425,8.434903631226012,9517,PA
++_80_1870,80,1870,++,Deletion_forward,394,1.5,0.5,6.296505965597868,2.0790541499848616,2,0.0012353304508956,0.0005002501250625,8.37556011558273,1,0.0005524861878453,0.0004972650422675,4.217451815613006,9517,PA
++_811_1369,811,1369,++,Deletion_forward,1626,1.5,0.5,6.311341844508688,2.123561786717324,1,0.000654022236756,0.0003843197540353,4.187780057791365,2,0.0013003901170351,0.0003828483920367,8.434903631226012,9517,PA
++_856_1308,856,1308,++,Deletion_forward,1732,1.5,0.5,6.311341844508688,2.123561786717324,1,0.0006574621959237,0.0003776435045317,4.187780057791365,2,0.001310615989515,0.0003769317753486,8.434903631226012,9517,PA
++_86_1856,86,1856,++,Deletion_forward,414,1.0,0.0,4.202615936702186,0.0148358789108207,1,0.000593471810089,0.0002470355731225,4.187780057791365,1,0.0005458515283842,0.0002465483234714,4.217451815613006,9517,PA
++_884_2049,884,2049,++,Deletion_forward,1019,1.0,0.0,4.202615936702186,0.0148358789108207,1,0.0006609385327164,0.0003204101249599,4.187780057791365,1,0.000655737704918,0.000308451573103,4.217451815613006,9517,PA
++_890_1933,890,1933,++,Deletion_forward,1141,3.0,1.0,12.622683689017377,4.247123573434648,2,0.001328903654485,0.0004985044865403,8.37556011558273,4,0.0026420079260237,0.0004962779156327,16.869807262452024,9517,PA
+-_1037_1797,1037,1797,+-,5cb/sb,2834,1.0,0.0,4.202615936702186,0.0148358789108207,1,0.000513874614594,0.0002836879432624,4.187780057791365,1,0.0005122950819672,0.000281690140845,4.217451815613006,9517,PA
+-_1798_1036,1798,1036,+-,5cb/sb,2834,1.0,0.0,4.202615936702186,0.0148358789108207,1,0.0002822466836014,0.0005133470225872,4.187780057791365,1,0.0002801120448179,0.0005122950819672,4.217451815613006,9517,PA
-+_1063_1573,1063,1573,-+,3cb/sb,1732,3.0,1.0,12.622683689017377,4.247123573434648,2,0.001,0.0006000600060006,8.37556011558273,4,0.0019675356615838,0.0005979073243647,16.869807262452024,9517,PA
-+_1077_144,1077,144,-+,3cb/sb,3147,1.5,0.5,6.296505965597868,2.0790541499848616,2,0.0009770395701025,0.0009009009009009,8.37556011558273,1,0.0004856726566294,0.0008680555555555,4.217451815613006,9517,PA
-+_1138_658,1138,658,-+,3cb/sb,2572,1.0,0.0,4.202615936702186,0.0148358789108207,1,0.0004284490145672,0.0007680491551459,4.187780057791365,1,0.0004253509145044,0.0007610350076103,4.217451815613006,9517,PA
-+_1248_1099,1248,1099,-+,3cb/sb,2021,1.0,0.0,4.202615936702186,0.0148358789108207,1,0.0003706449221645,0.0004549590536851,4.187780057791365,1,0.000369412633912,0.0004537205081669,4.217451815613006,9517,PA
-+_1262_890,1262,890,-+,3cb/sb,2216,1.0,0.0,4.202615936702186,0.0148358789108207,1,0.0003672420124862,0.0006644518272425,4.187780057791365,1,0.0003656307129798,0.0006605019815059,4.217451815613006,9517,PA
-+_1325_853,1325,853,-+,3cb/sb,2190,4.5,0.5,18.919189654615245,2.168069423449788,4,0.0015232292460015,0.0026437541308658,16.75112023116546,5,0.0019011406844106,0.0026350461133069,21.087259078065035,9517,PA
-+_1340_1011,1340,1011,-+,3cb/sb,2017,1.0,0.0,4.202615936702186,0.0148358789108207,1,0.000380083618396,0.0005760368663594,4.187780057791365,1,0.0003776435045317,0.0005737234652897,4.217451815613006,9517,PA
-+_1353_1435,1353,1435,-+,3cb/sb,1580,1.5,0.5,6.311341844508688,2.123561786717324,1,0.000373552484124,0.0003411804844762,4.187780057791365,2,0.0007423904974016,0.0003396739130434,8.434903631226012,9517,PA
-+_1354_1434,1354,1434,-+,3cb/sb,1580,7.0,1.0,29.43314743582612,4.30646708907793,6,0.0022156573116691,0.002065404475043,25.126680346748188,8,0.0029357798165137,0.002051282051282,33.73961452490405,9517,PA
-+_1362_1302,1362,1302,-+,3cb/sb,1704,1.5,0.5,6.311341844508688,2.123561786717324,1,0.0003779289493575,0.0003891050583657,4.187780057791365,2,0.0007530120481927,0.0003877471888328,8.434903631226012,9517,PA
-+_1506_1795,1506,1795,-+,3cb/sb,1067,1.0,0.0,4.202615936702186,0.0148358789108207,1,0.0003125,0.0002861230329041,4.187780057791365,1,0.0003115264797507,0.0002836879432624,4.217451815613006,9517,PA
-+_1512_1189,1512,1189,-+,3cb/sb,1667,2.0,0.0,8.405231873404372,0.0296717578216414,2,0.000629326620516,0.0007627765064836,8.37556011558273,2,0.0006281407035175,0.0007575757575757,8.434903631226012,9517,PA
-+_1567_1069,1567,1069,-+,3cb/sb,1732,5.5,1.5,23.13664147022825,6.385521239062793,4,0.0012239902080783,0.0019588638589618,16.75112023116546,7,0.0021354484441732,0.0019455252918287,29.522162709291045,9517,PA
-+_1569_1067,1569,1067,-+,3cb/sb,1732,13.0,1.0,54.64884305603923,4.395482362542857,12,0.0036429872495446,0.0059464816650148,50.253360693496376,14,0.0042372881355932,0.0058852378616969,59.04432541858209,9517,PA
-+_1593_891,1593,891,-+,3cb/sb,1884,2.0,0.0,8.405231873404372,0.0296717578216414,2,0.0006121824303642,0.0013306719893546,8.37556011558273,2,0.0006097560975609,0.0013262599469496,8.434903631226012,9517,PA
-+_1621_1616,1621,1616,-+,3cb/sb,1131,1.0,0.0,4.202615936702186,0.0148358789108207,1,0.0003158559696778,0.0003136762860727,4.187780057791365,1,0.0003137747097583,0.000312402374258,4.217451815613006,9517,PA
-+_1762_370,1762,370,-+,3cb/sb,2236,1.0,0.0,4.202615936702186,0.0148358789108207,1,0.0002896032435563,0.0007087172218284,4.187780057791365,1,0.0002884338044418,0.0007047216349541,4.217451815613006,9517,PA
-+_1789_1512,1789,1512,-+,3cb/sb,1067,1.0,0.0,4.202615936702186,0.0148358789108207,1,0.0002836879432624,0.000314663310258,4.187780057791365,1,0.0002794857462269,0.0003140703517587,4.217451815613006,9517,PA
-+_1876_1457,1876,1457,-+,3cb/sb,1035,1.0,0.0,4.202615936702186,0.0148358789108207,1,0.0002475247524752,0.000326690623979,4.187780057791365,1,0.0002457002457002,0.0003257328990228,4.217451815613006,9517,PA
-+_1895_1435,1895,1435,-+,3cb/sb,1038,5.0,2.0,21.04275144133257,8.479411267958476,3,0.0007735946364105,0.0010235414534288,12.563340173374094,7,0.0017889087656529,0.0010190217391304,29.522162709291045,9517,PA
-+_1940_529,1940,529,-+,3cb/sb,1899,1.0,0.0,4.202615936702186,0.0148358789108207,1,0.0002380952380952,0.0008149959250203,4.187780057791365,1,0.0002359603586597,0.0008077544426494,4.217451815613006,9517,PA
-+_2041_1718,2041,1718,-+,3cb/sb,609,1.0,0.0,4.202615936702186,0.0148358789108207,1,0.0003105590062111,0.0002999400119976,4.187780057791365,1,0.0002995805871779,0.0002977963073257,4.217451815613006,9517,PA
-+_2117_1476,2117,1476,-+,3cb/sb,775,1.0,0.0,4.202615936702186,0.0148358789108207,1,0.0004782400765184,0.0003130870381966,4.187780057791365,1,0.0004438526409232,0.0003072196620583,4.217451815613006,9517,PA
-+_2118_715,2118,715,-+,3cb/sb,1535,1.0,0.0,4.202615936702186,0.0148358789108207,1,0.0004782400765184,0.0006706908115358,4.187780057791365,1,0.0004438526409232,0.0006653359946773,4.217451815613006,9517,PA
-+_360_1772,360,1772,-+,3cb/sb,2236,1.0,0.0,4.202615936702186,0.0148358789108207,1,0.0006863417982155,0.0002892681515765,4.187780057791365,1,0.0006784260515603,0.0002879355024474,4.217451815613006,9517,PA
-+_485_1784,485,1784,-+,3cb/sb,2099,1.5,0.5,6.311341844508688,2.123561786717324,1,0.0007692307692307,0.0002858776443682,4.187780057791365,2,0.0015151515151515,0.0002829654782116,8.434903631226012,9517,PA
-+_503_573,503,573,-+,3cb/sb,3292,1.0,0.0,4.202615936702186,0.0148358789108207,1,0.0007880220646178,0.0007722007722007,4.187780057791365,1,0.0007818608287724,0.0007674597083653,4.217451815613006,9517,PA
-+_650_1146,650,1146,-+,3cb/sb,2572,1.0,0.0,4.202615936702186,0.0148358789108207,1,0.000790513833992,0.0004191114836546,4.187780057791365,1,0.0007824726134585,0.0004173622704507,4.217451815613006,9517,PA
-+_782_836,782,836,-+,3cb/sb,2750,2.5,0.5,10.513957781210872,2.138397665628145,2,0.001328903654485,0.0013404825737265,8.37556011558273,3,0.0019723865877712,0.0013342228152101,12.65235544683902,9517,PA
-+_792_1116,792,1116,-+,3cb/sb,2460,2.0,1.0,8.420067752315191,4.232287694523827,1,0.0006273525721455,0.0004468275245755,4.187780057791365,3,0.001863354037267,0.0004440497335701,12.65235544683902,9517,PA
++_106_2073,106,2073,++,Deletion_forward,319,4.0,2.0,58.71480972983211,30.253161800416997,6,0.0108303249097472,0.0035992801439712,88.9679715302491,2,0.0032894736842105,0.0035419126328217,28.461647929415115,9517,PB1
++_113_1971,113,1971,++,Deletion_forward,428,1.5,0.5,21.9434072373953,7.712583272687741,2,0.0033222591362126,0.0014641288433382,29.65599051008304,1,0.001531393568147,0.0014471780028943,14.230823964707556,9517,PB1
++_113_2105,113,2105,++,Deletion_forward,294,1.5,0.5,21.9434072373953,7.712583272687741,2,0.0033222591362126,0.0012812299807815,29.65599051008304,1,0.001531393568147,0.0012492192379762,14.230823964707556,9517,PB1
++_129_2085,129,2085,++,Deletion_forward,330,2.5,0.5,36.17423120210286,6.518240692019818,2,0.0029239766081871,0.0012658227848101,29.65599051008304,3,0.00418410041841,0.0012368583797155,42.69247189412268,9517,PB1
++_133_1990,133,1990,++,Deletion_forward,429,17.0,6.0,248.791477238869,92.25241362708589,23,0.0340236686390532,0.0151315789473684,341.0438908659549,11,0.0153417015341701,0.0150130548302872,156.53906361178312,9517,PB1
++_138_2038,138,2038,++,Deletion_forward,386,1.0,0.0,14.529409609874538,0.2985856451669813,1,0.0015151515151515,0.0006605019815059,14.82799525504152,1,0.0014598540145985,0.000659195781147,14.230823964707556,9517,PB1
++_140_1992,140,1992,++,Deletion_forward,434,2.5,0.5,36.47281684726983,8.011168917854718,3,0.0046367851622874,0.0019505851755526,44.48398576512455,2,0.0028901734104046,0.001926782273603,28.461647929415115,9517,PB1
++_140_2105,140,2105,++,Deletion_forward,321,16.0,5.0,233.96348198382748,77.42441837204437,21,0.0324574961360123,0.0134529147982062,311.38790035587186,11,0.0158959537572254,0.0131168019987507,156.53906361178312,9517,PB1
++_143_2073,143,2073,++,Deletion_forward,356,16.5,0.5,239.5859657403464,2.338041659682077,16,0.0263157894736842,0.0095980803839232,237.24792408066432,17,0.0266040688575899,0.0094451003541912,241.92400740002847,9517,PB1
++_147_2068,147,2068,++,Deletion_forward,365,1.5,0.5,21.9434072373953,7.712583272687741,2,0.0033840947546531,0.0012523481527864,29.65599051008304,1,0.0016339869281045,0.0012368583797155,14.230823964707556,9517,PB1
++_167_1656,167,1656,++,Deletion_forward,797,2.0,0.0,29.05881921974908,0.5971712903339625,2,0.0032679738562091,0.0019436345966958,29.65599051008304,2,0.0031746031746031,0.0019286403085824,28.461647929415115,9517,PB1
++_178_2025,178,2025,++,Deletion_forward,439,5.0,0.0,72.64704804937269,1.492928225834902,5,0.0080515297906602,0.0032320620555914,74.13997627520759,5,0.0078492935635792,0.003221649484536,71.15411982353778,9517,PB1
++_180_1971,180,1971,++,Deletion_forward,495,13.0,2.0,188.285153638035,25.177205832578323,11,0.0180623973727422,0.0080527086383601,163.1079478054567,15,0.0237341772151898,0.0079594790159189,213.4623594706133,9517,PB1
++_183_2101,183,2101,++,Deletion_forward,368,2.5,1.5,35.87564555693587,21.047650301894357,1,0.0016778523489932,0.0006514657980456,14.82799525504152,4,0.006514657980456,0.0006373486297004,56.92329585883023,9517,PB1
++_184_2086,184,2086,++,Deletion_forward,384,1.0,0.0,14.529409609874538,0.2985856451669813,1,0.0016891891891891,0.0006325110689437,14.82799525504152,1,0.001639344262295,0.0006184291898577,14.230823964707556,9517,PB1
++_187_2027,187,2027,++,Deletion_forward,446,1.5,0.5,21.64482159222832,6.816826337186797,1,0.0016891891891891,0.0006410256410256,14.82799525504152,2,0.0032786885245901,0.0006393861892583,28.461647929415115,9517,PB1
++_188_1984,188,1984,++,Deletion_forward,490,1.5,0.5,21.9434072373953,7.712583272687741,2,0.0033783783783783,0.0014084507042253,29.65599051008304,1,0.001639344262295,0.0014044943820224,14.230823964707556,9517,PB1
++_189_1979,189,1979,++,Deletion_forward,496,6.5,0.5,94.291869641601,5.323898111351895,6,0.0103626943005181,0.0042887776983559,88.9679715302491,7,0.0116279069767441,0.0042613636363636,99.61576775295288,9517,PB1
++_199_1964,199,1964,++,Deletion_forward,521,20.0,5.0,289.09526397165587,66.67533514603305,15,0.0257289879931389,0.0115651503469545,222.4199288256228,25,0.0396825396825396,0.0115030674846625,355.7705991176889,9517,PB1
++_199_2021,199,2021,++,Deletion_forward,464,4.0,1.0,57.81905279433117,13.335067029206616,3,0.0051457975986277,0.0018785222291797,44.48398576512455,5,0.0079365079365079,0.0018691588785046,71.15411982353778,9517,PB1
++_203_2048,203,2048,++,Deletion_forward,441,4.0,1.0,57.81905279433117,13.335067029206616,3,0.0056179775280898,0.0019685039370078,44.48398576512455,5,0.009090909090909,0.0019582245430809,71.15411982353778,9517,PB1
++_210_2005,210,2005,++,Deletion_forward,491,2.5,0.5,36.17423120210286,6.518240692019818,2,0.0037174721189591,0.0012903225806451,29.65599051008304,3,0.0054249547920434,0.0012812299807815,42.69247189412268,9517,PB1
++_221_2005,221,2005,++,Deletion_forward,502,1.0,0.0,14.529409609874538,0.2985856451669813,1,0.0017574692442882,0.0006451612903225,14.82799525504152,1,0.0017211703958691,0.0006406149903907,14.230823964707556,9517,PB1
++_232_1931,232,1931,++,Deletion_forward,587,2.5,0.5,36.17423120210286,6.518240692019818,2,0.0034188034188034,0.0015527950310559,29.65599051008304,3,0.0051194539249146,0.0015467904098994,42.69247189412268,9517,PB1
++_234_1886,234,1886,++,Deletion_forward,634,1.0,0.0,14.529409609874538,0.2985856451669813,1,0.0017182130584192,0.0007418397626112,14.82799525504152,1,0.0017152658662092,0.0007380073800738,14.230823964707556,9517,PB1
++_240_1974,240,1974,++,Deletion_forward,552,20.0,0.0,290.58819219749074,5.971712903339608,20,0.0352112676056338,0.0140056022408963,296.55990510083035,20,0.0352112676056338,0.0139470013947001,284.61647929415113,9517,PB1
++_249_2050,249,2050,++,Deletion_forward,485,32.0,11.0,461.65666541914845,150.26876506327656,21,0.0402298850574712,0.0134185303514377,311.38790035587186,43,0.0826923076923076,0.0133079847908745,611.925430482425,9517,PB1
++_263_1987,263,1987,++,Deletion_forward,562,12.0,6.0,176.14442918949635,90.75948540125098,18,0.038876889848812,0.0121212121212121,266.9039145907473,6,0.0124223602484472,0.0118811881188118,85.38494378824535,9517,PB1
